name,latitude,longitude
Obe_15,48.45,8.87
Pf_10,48.54,9.09
R_2,48.56,9.16
Sch_7,48.6,9.22
T_B_3,48.52,9.08
T_K_6,48.52,9.05
T_K_7,48.53,9.07
T_N_12,48.52,9.05
T_W1,48.52,9.03
B_4,48.4,8.77
Fell_10,48.42,8.79
H_HBT_11,48.54,9.02
T_WH,48.55,9.06
I_Ac_0,39.84,-6.6
I_Am_0,42.35,-3.03
I_Ar_0,41,-4.71
I_Ar_0,41.81,2.49
I_Au_0,40.52,-4.02
I_Ba_0,43.34,-5.84
I_Be_5,42.91,-4.91
I_Bo_0,40.4,-3.88
I_Bo_0,42.49,-6.71
I_Bo_0,42.78,0.69
I_Br_0,42.5,-6.15
I_Bu_0,36.97,-3.28
I_Ca_0,38.54,-3.39
I_Ca_0,40.54,-3.69
I_Ch_0,40.38,-4.21
I_Ch_0,40.51,-3.9
I_Ci_0,40.61,-6.57
I_Co_0,41.25,-1.32
I_Co_0,37.94,-5.6
I_Co_0,41.83,-5.38
I_Co_0,40.44,-4.27
I_Da_0,41.13,-1.43
I_Ee_0,40.59,-4.15
I_El_0,40.53,-3.92
I_Es_2,42.27,0.19
I_Ev_0,40.48,-3.96
I_Ez_2,42.31,-3.02
I_Fe_2,43.31,-5.7
I_Gl_1,40.11,-5.77
I_Gu_3,40.65,-4.11
I_He_0,42.86,-0.7
I_Hu_3,42.96,-6.1
I_In_0,40.46,-3.75
I_La_0,43.33,-5.91
I_La_1,43.36,-5.88
I_La_0,40.57,-3.89
I_Lc_0,40.51,-4
I_Le_0,40.33,-3.8
I_Lo_0,40.98,-3.8
I_Lr_0,40.5,-3.88
I_Lu_0,42.24,-2.62
I_Ma_0,40.72,-3.21
I_Ma_0,40.45,-3.67
I_Ma_0,41.76,2.69
I_Md_0,41.89,-2.79
I_Mi_1,40.94,-3.22
I_Mo_0,41.78,2.37
I_Mo_0,36.76,-5.28
I_Mo_0,41.91,0.17
I_Na_0,40.75,-3.99
I_Nd_0,37.94,-5.45
I_Oj_0,42.34,-3
I_Ov_1,43.38,-5.87
I_Pa_0,41.34,0.99
I_Pd_0,43.02,-5.6
I_Pe_0,40.78,-3.62
I_Pe_0,37.6,-1.12
I_Pi_1,42.72,-3.44
I_Pi_0,40.46,-5.32
I_Pi_0,40.46,-4.26
I_Pi_0,42.1,-2.56
I_Pr_0,41.14,-3.68
I_Pr_0,42.38,1.73
I_Pu_0,40.4,-4.77
I_Pv_1,40.93,-3.31
I_Ri_1,43.16,-5.07
I_Sa_0,41.93,2.92
I_Sa_0,42.68,-6.96
I_Se_0,42.59,0.76
I_Sf_6,41.78,2.57
I_Sm_1,40.95,-5.63
I_So_0,41.14,-3.58
I_Ta_0,42.54,0.84
I_Tr_0,37.38,-6.01
I_Ur_1,42.27,-2.98
I_Us_0,40.71,-3.24
I_Va_0,42.31,-3.1
I_Va_0,40.95,-3.31
I_Ve_0,40.76,-4.01
I_Ma_6,40,4.25
ES__11,50.72,3.47
GE_8,50.59,3.3
BR_2,50.68,3.52
ARG__15,47.16,4.28
CIR_13,46.67,4.55
IS_29,47.58,5.33
MA__16,47.45,3.94
RA_21,46.69,4.34
SAU_24,47.43,5.21
DI_9,48.54,4.32
FO_23,48.57,4.41
PL_20,48.59,4.24
RU_20,48.91,4.52
TR_1,48.86,4.1
AR_17,44.05,3.69
BE_9,44.12,3.77
IS_20,43.92,3.71
LE_25,43.91,4.14
NO_6,44.12,4.33
VE_10,43.74,3.89
BA_15,50.6,2.93
CAT_6,50.79,2.69
WA_8,50.65,2.99
Aitb_2,31.48,-7.45
Fe_0,40.92,-8.54
Ag_1,41.32,-1.34
Cd_0,39.73,-5.74
Do_0,36.83,-6.36
Le_1,41.8,-3.11
Me_6,38.92,-6.34
Pe_0,40.74,-3.9
Pr_6,41.05,-3.54
Qu_0,42.69,-6.93
Vi_0,42.63,0.76
Kl_1,51.3333,82.5667
Kl_4,51.32,82.55
Ko_2,51.33,82.19
Step_2,54.09,60.46
Step_1,54.06,60.48
Bors_2,53.04,51.75
Shig_1,53.33,49.48
Shig_2,53.33,49.48
Kid_1,51.31,57.56
Gald_1,40.57,15.32
Lag_1,39.18,16.26
Mamm_1,38.36,16.23
Mamm_2,38.38,16.22
Mont_1,40.28,15.65
Timp_1,39.27,16.27
Vals_1,40.18,16.45
Alten_2,46.3716,11.2376
Boze_1.1,46.513,11.331
Boze_1.2,46.513,11.331
Mitterber__181,46.366,11.2832
Castelfe__212,46.3378,11.2928
Castelfe__213,46.3378,11.2928
Rover_1,46.2543,11.167
Vezzan_2.2,46.6297,10.817
Voera_1,46.36,11.23
Ange_1,38.62,16.17
Angi_1,38.76,16.24
Apos_1,39.01,16.47
Cist_1,41.62,12.87
Cist_2,41.62,12.87
Slav_1,41.43,23.65
Jabl_1,41.59,25.2
Lech_1,41.43,23.5
Ba_2,41.7942,43.4767
Lag_2,41.8296,46.2831
Vas_1,41.2381,46.3728
Nemru_1,38.6425,42.2394
HKT2.4,48.14,9.4
Nie_2,48.52,8.8
Rue__31,48.56,9.16
Sta_8,48.43,8.82
TueSB3_3,48.53,9.06
Tue_13,48.52,9.05
TueWa_2,48.53,9.04
Boli_1,44.46,25.74
Copa_1,46.11,21.95
Kaste_1,44.6419,34.3814
Si_1,41.45,70.05
Si_2,41.45,70.05
Si_4,41.45,70.05
Ye_1,39.8692,45.3622
Istis_1,38.9786,48.5594
Lerik_3,38.7406,48.6131
Xa_1,38.6536,48.7992
Ar_1,37.29,71.3
Petr_1,44.34,21.46
Dobr_1,44.84,20.16
J_2,49.17,16.5
U_3,48.0333,7.7667
Stran_1,68.8,15.45
U_6,48.02838,7.765567
Ko_1,62.02,34.12
Ko_2,62.02,34.12
Rad_1,61.59,35.11
Rad_2,61.59,35.11
Sh_1,61.94,34.24
Sh_2,61.94,34.24
Valm,61.37,61.37
OOE_1,48.331533,14.72665
OOE_1,48.331467,14.715867
OOE_2,48.331467,14.715867
Pien,60.4,32.09
Samm,61.57,30.63
OOE_1,48.326833,14.718167
OOE_2,48.326833,14.718167
OOE23,48.326833,14.718167
